x,y,z
0.978378,1.23791,5.97812
0.971509,1.2257,5.97681
0.97556,1.24565,5.96585
0.973972,1.24772,5.96795
0.981939,1.24019,5.96473
0.987837,1.23018,5.9707
0.992655,1.2289,5.95773
0.873187,1.3898,6.0569
0.873187,1.3898,6.0569
1.02313,1.22721,5.97818
1.01607,1.20739,5.93828
1.02189,1.2105,5.93227
1.02383,1.22013,5.91332
1.01549,1.20121,5.86872
1.01083,1.1942,5.8331
1.00083,1.16257,5.78059
0.990173,1.13697,5.71675
0.974246,1.10682,5.63922
0.974246,1.10682,5.63922
0.961425,1.10253,5.58538
0.949348,1.06674,5.51348
0.941756,1.04639,5.44331
0.929974,1.00931,5.39502
0.929974,1.00931,5.39502
0.918298,0.975661,5.23554
0.92095,0.968118,5.19417
0.938731,0.946075,5.20692
0.913321,0.920922,5.10563
0.899644,0.879181,5.03528
0.888162,0.887621,4.98126
0.879618,0.866688,4.92327
0.88237,0.860656,4.91329
0.901732,0.893215,4.93576
0.866059,0.831747,4.83967
0.83856,0.80019,4.72935
0.835763,0.77864,4.706
0.835763,0.77864,4.706
0.804724,0.710557,4.56519
0.79405,0.678673,4.51745
0.76961,0.660628,4.38857
0.759809,0.632561,4.32383
0.749386,0.617008,4.23614
0.73596,0.585075,4.1615
0.734829,0.576089,4.15773
0.697496,0.519891,3.99969
0.688122,0.456818,3.94365
0.662808,0.443647,3.85089
0.669722,0.472314,3.79953
0.635318,0.428616,3.72738
0.616642,0.38083,3.65748
0.605681,0.339304,3.6014
0.586367,0.281805,3.51627
0.584209,0.31051,3.43521
0.575625,0.28548,3.36795
0.560638,0.242953,3.30531
0.547502,0.156167,3.23049
0.551214,0.222887,3.22009
0.527558,0.140807,3.11832
0.511514,0.175458,3.07469
0.529142,0.0856359,3.00012
0.495412,0.130128,2.93916
0.458964,0.135891,2.86777
0.46506,0.0697678,2.81469
0.465625,0.0659215,2.77909
0.454288,-0.0293946,2.67386
0.448529,-0.0830877,2.64093
0.445619,-0.087022,2.55637
0.49362,-0.0861349,2.47262
0.448444,-0.178614,2.37988
0.462295,-0.127049,2.33721
0.445926,-0.244379,2.26229
0.458722,-0.226542,2.21783
0.450437,-0.145238,2.14744
0.444186,-0.133305,2.0921
0.431939,-0.136419,1.99284
0.425121,-0.146054,1.90705
0.416147,-0.173958,1.83469
0.410011,-0.195554,1.78982
0.407818,-0.214393,1.73168
0.402312,-0.232292,1.66596
0.397262,-0.243918,1.58204
0.361628,-0.252799,1.45607
0.378104,-0.251225,1.38983
0.364801,-0.245888,1.32605
0.364159,-0.238333,1.31248
0.346266,-0.240068,1.28482
0.336097,-0.23485,1.26581
0.340783,-0.227721,1.2643
