7,33,30,538
x,y,z
0.971728,0.90671,6.158
0.987825,0.906065,6.154
0.87044,0.889409,6.152
0.882997,0.885166,6.123
0.898332,0.883813,6.114
0.914664,0.883472,6.112
0.933267,0.885298,6.125
0.951628,0.886835,6.136
0.969889,0.888226,6.146
0.993017,0.893952,6.186
1.0033,0.888116,6.146
1.01585,0.884448,6.121
1.03046,0.882658,6.109
1.04568,0.881445,6.101
1.06138,0.880666,6.096
1.07723,0.880031,6.092
1.09503,0.880984,6.099
1.11687,0.885115,6.128
0.87049,0.87267,6.152
0.884346,0.869782,6.132
0.898971,0.867746,6.118
0.916212,0.868262,6.122
0.934234,0.869486,6.131
0.952768,0.871135,6.143
0.970259,0.87179,6.148
1.0076,0.875085,6.172
1.0189,0.870351,6.139
1.03271,0.867885,6.122
1.04797,0.866695,6.114
1.06388,0.866072,6.11
1.08083,0.866298,6.112
1.09994,0.868225,6.126
1.12185,0.872277,6.155
0.87153,0.856901,6.159
0.886127,0.854765,6.144
0.902108,0.854019,6.139
0.917611,0.852855,6.131
0.935658,0.854055,6.14
0.954216,0.855672,6.152
0.973627,0.857984,6.169
1.02011,0.854624,6.146
1.03513,0.853178,6.136
1.04905,0.850898,6.12
1.06359,0.849174,6.108
1.0823,0.850786,6.12
1.10305,0.853927,6.143
1.1261,0.858735,6.178
0.870589,0.839182,6.152
0.887042,0.83886,6.15
0.903922,0.838947,6.151
0.920805,0.839033,6.152
0.938909,0.84021,6.161
0.957836,0.842067,6.175
0.977625,0.844606,6.194
1.01277,0.845726,6.203
1.02316,0.840356,6.164
1.03872,0.839347,6.157
1.05254,0.836975,6.14
1.06608,0.834466,6.122
1.08182,0.833729,6.117
1.10274,0.836944,6.141
1.12616,0.84193,6.178
0.873751,0.825376,6.174
0.889399,0.824258,6.166
0.906176,0.824209,6.166
0.922651,0.823892,6.164
0.940789,0.825045,6.173
0.958353,0.825662,6.178
0.978467,0.828417,6.199
1.02454,0.824651,6.172
1.03962,0.823261,6.162
1.05379,0.821203,6.147
1.06857,0.81968,6.136
1.08435,0.818957,6.131
1.10226,0.819837,6.138
1.12531,0.824456,6.173
0.878469,0.812888,6.207
0.891755,0.809566,6.182
0.906813,0.807946,6.17
0.923898,0.808159,6.172
0.942059,0.809288,6.181
0.960266,0.810416,6.19
0.979781,0.812591,6.207
1.02006,0.817723,6.247
1.02891,0.811257,6.198
1.04305,0.80911,6.182
1.05642,0.806439,6.162
1.07124,0.804946,6.151
1.086,0.803452,6.14
1.10375,0.804183,6.146
1.12336,0.806221,6.162
0.868561,0.802445,6.257
0.880639,0.797909,6.222
0.893678,0.7944,6.195
0.907743,0.791916,6.176
0.924546,0.791867,6.176
0.94348,0.793613,6.19
0.963729,0.796384,6.212
0.983621,0.79877,6.231
1.03078,0.795796,6.209
1.04411,0.793052,6.188
1.05647,0.789668,6.162
1.07164,0.788462,6.153
1.08747,0.787768,6.148
1.10542,0.788611,6.155
0.878846,0.779332,6.209
0.893581,0.777403,6.194
0.908672,0.77585,6.182
0.92669,0.776806,6.19
0.946882,0.779519,6.212
0.968122,0.782983,6.24
0.990144,0.786949,6.272
1.03416,0.781402,6.229
1.04687,0.778214,6.204
1.05944,0.775027,6.179
1.07378,0.773219,6.165
1.08876,0.771912,6.155
1.10763,0.773364,6.167
0.87875,0.762296,6.208
0.894925,0.761637,6.203
0.910042,0.760117,6.191
0.928534,0.761421,6.202
0.947235,0.762847,6.214
0.967706,0.765622,6.237
1.03188,0.762724,6.215
1.04574,0.760464,6.197
1.05915,0.757959,6.177
1.07523,0.757417,6.173
1.09129,0.756875,6.169
1.10984,0.75805,6.179
1.13336,0.762536,6.216
0.880918,0.747185,6.223
0.896702,0.74618,6.215
0.912293,0.745054,6.206
0.931126,0.746568,6.219
0.948197,0.746642,6.22
0.966978,0.748035,6.232
0.98819,0.751227,6.259
1.02386,0.75233,6.269
1.0321,0.74592,6.216
1.04595,0.74371,6.198
1.05988,0.741621,6.181
1.07528,0.74061,6.173
1.09187,0.74044,6.172
1.11025,0.741468,6.181
0.882803,0.731755,6.236
0.8992,0.731241,6.232
0.914396,0.729788,6.22
0.93222,0.730447,6.226
0.949006,0.730284,6.225
0.96656,0.730707,6.229
1.03099,0.72817,6.209
1.04364,0.72519,6.184
1.05839,0.723733,6.172
1.07498,0.723567,6.171
1.09298,0.724338,6.178
1.11264,0.726163,6.194
1.05981,0.70784,6.18
1.0759,0.707334,6.176
