7,36,12,304
x,y,z
1.79207,1.51366,7.949
1.80858,1.50938,7.927
1.83003,1.50929,7.927
1.79532,1.49473,7.963
1.81026,1.4892,7.934
1.83128,1.48873,7.932
1.79722,1.47462,7.971
1.81309,1.4699,7.946
1.8316,1.4674,7.933
1.81296,1.44817,7.945
1.83008,1.44461,7.926
1.81328,1.42679,7.946
1.83179,1.42437,7.933
1.81611,1.40736,7.958
1.83488,1.40515,7.946
1.83797,1.38585,7.959
1.8406,1.36614,7.97
1.82368,1.34797,7.99
1.84092,1.34468,7.971
1.84124,1.32321,7.972
0.6813,0.391908,4.632
0.755938,0.391243,4.626
0.769347,0.391639,4.631
0.782106,0.391696,4.632
0.795211,0.391922,4.635
0.682649,0.380005,4.641
0.693934,0.379244,4.632
0.704558,0.378154,4.619
0.716506,0.377802,4.615
0.72922,0.377858,4.616
0.743704,0.378814,4.628
0.756945,0.379115,4.632
0.770537,0.37958,4.638
0.782133,0.379062,4.632
0.791464,0.377481,4.613
0.684291,0.36821,4.652
0.696056,0.367711,4.646
0.707328,0.366975,4.637
0.718549,0.366238,4.628
0.730351,0.365817,4.623
0.743891,0.366267,4.629
0.757624,0.366795,4.636
0.771061,0.367165,4.641
0.783004,0.366823,4.637
0.697878,0.355949,4.658
0.70903,0.355161,4.648
0.719505,0.354067,4.634
0.730376,0.353203,4.623
0.743916,0.353637,4.629
0.757976,0.3543,4.638
0.772416,0.355115,4.649
0.786745,0.355854,4.659
0.797693,0.355064,4.649
0.699549,0.344045,4.669
0.710884,0.343359,4.66
0.722013,0.342599,4.65
0.732611,0.341618,4.637
0.745547,0.341742,4.639
0.759635,0.342381,4.648
0.774102,0.343167,4.659
0.788458,0.343879,4.669
0.801665,0.344075,4.672
0.776189,0.327923,4.453
0.703317,0.333074,4.694
0.711517,0.330923,4.664
0.722657,0.330191,4.654
0.73453,0.329814,4.649
0.748463,0.330359,4.657
0.762274,0.330832,4.664
0.77612,0.331305,4.671
0.78882,0.331282,4.671
0.777084,0.316129,4.458
0.781055,0.312844,4.412
0.791244,0.312112,4.402
0.801195,0.311309,4.391
0.811268,0.310577,4.381
0.846755,0.310435,4.38
0.858054,0.310198,4.377
0.870327,0.310316,4.379
0.703339,0.32026,4.694
0.713675,0.319147,4.678
0.724698,0.318375,4.667
0.737239,0.318284,4.666
0.750736,0.318603,4.671
0.763931,0.318786,4.674
0.776642,0.318763,4.674
0.789181,0.318672,4.673
0.802056,0.318717,4.674
0.777107,0.303966,4.458
0.781786,0.30108,4.416
0.791986,0.300376,4.406
0.802495,0.299808,4.398
0.812217,0.298968,4.386
0.823187,0.298604,4.381
0.834318,0.298309,4.377
0.848325,0.299035,4.388
0.860626,0.299148,4.39
0.874723,0.299875,4.401
0.704559,0.307968,4.702
0.715832,0.307292,4.692
0.726893,0.306551,4.681
0.73963,0.30653,4.681
0.752204,0.306443,4.68
0.76477,0.306356,4.679
0.777661,0.3064,4.68
0.790386,0.306378,4.68
0.784109,0.289882,4.429
0.794165,0.289141,4.418
0.803429,0.288138,4.403
0.812424,0.287069,4.387
0.823209,0.286654,4.381
0.834531,0.286436,4.378
0.848928,0.287264,4.391
0.863001,0.287962,4.402
0.877927,0.28892,4.417
0.698251,0.297911,4.746
0.706077,0.295757,4.712
0.717378,0.295109,4.702
0.728777,0.294524,4.693
0.741547,0.294504,4.693
0.75319,0.294044,4.686
0.765445,0.293835,4.683
0.77951,0.294316,4.691
0.79463,0.295174,4.705
0.808965,0.295717,4.714
0.786432,0.278613,4.442
0.795085,0.2774,4.423
0.804363,0.276439,4.408
0.813372,0.275414,4.392
0.823982,0.274954,4.385
0.835697,0.274871,4.384
0.849337,0.275414,4.393
0.863807,0.276207,4.406
0.878545,0.277063,4.42
0.700477,0.285851,4.761
0.707296,0.28337,4.72
0.718466,0.282691,4.709
0.729729,0.282071,4.699
0.742831,0.282172,4.701
0.755139,0.281972,4.698
0.767918,0.281952,4.698
0.782356,0.282532,4.708
0.798367,0.283652,4.727
0.788577,0.267211,4.454
0.797442,0.266111,4.436
0.806938,0.265251,4.422
0.816726,0.264511,4.41
0.826634,0.263831,4.399
0.837624,0.263511,4.394
0.849744,0.263551,4.395
0.863829,0.26419,4.406
0.877771,0.264769,4.416
0.70079,0.272963,4.763
0.708063,0.270767,4.725
0.719095,0.270061,4.713
0.730214,0.269412,4.702
0.743008,0.269394,4.702
0.755962,0.269432,4.703
0.769735,0.269757,4.709
0.784536,0.270425,4.721
0.800413,0.271436,4.739
0.789836,0.255457,4.461
0.797642,0.254063,4.437
0.80787,0.253471,4.427
0.819153,0.253223,4.423
0.829285,0.252631,4.413
0.839931,0.252211,4.406
0.851311,0.25202,4.403
0.864437,0.252343,4.409
0.878786,0.25301,4.421
0.70898,0.25819,4.731
0.720028,0.257518,4.719
0.731474,0.257009,4.71
0.743501,0.256718,4.705
0.756945,0.256918,4.709
0.770571,0.257173,4.714
0.785552,0.257864,4.727
0.801277,0.258772,4.744
0.790031,0.243336,4.462
0.799099,0.242391,4.445
0.809714,0.241936,4.437
0.820839,0.241645,4.432
0.831183,0.241136,4.423
0.842047,0.24079,4.417
0.852684,0.24039,4.41
0.865829,0.240698,4.416
0.87801,0.240733,4.417
0.710196,0.245683,4.739
0.721418,0.245096,4.728
0.733045,0.244664,4.72
0.745257,0.24444,4.716
0.758248,0.244475,4.717
0.77157,0.244613,4.72
0.786069,0.245113,4.73
0.801464,0.245873,4.745
0.79058,0.231313,4.465
0.800735,0.230725,4.454
0.811192,0.230242,4.445
0.821598,0.229758,4.436
0.831953,0.229274,4.427
0.84321,0.229049,4.423
0.855022,0.22898,4.422
0.867416,0.229065,4.424
0.87942,0.229047,4.424
0.71261,0.233524,4.755
0.722045,0.232379,4.732
0.734614,0.232265,4.73
0.746696,0.232003,4.725
0.760837,0.232379,4.733
0.774039,0.232461,4.735
0.788413,0.232886,4.744
0.802326,0.233164,4.75
0.813524,0.232656,4.74
0.791482,0.21937,4.47
0.80219,0.218961,4.462
0.813034,0.218601,4.455
0.823282,0.218094,4.445
0.833661,0.217635,4.436
0.844561,0.217324,4.43
0.856394,0.217258,4.429
0.869394,0.217486,4.434
0.88242,0.217714,4.439
0.736183,0.219809,4.74
0.749082,0.219794,4.74
0.793446,0.207678,4.481
0.802745,0.206921,4.465
0.812503,0.206303,4.452
0.823113,0.205916,4.444
0.834054,0.205622,4.438
0.845531,0.205467,4.435
0.858344,0.205636,4.439
0.871568,0.205898,4.445
0.886412,0.20653,4.459
0.796649,0.19623,4.499
0.803659,0.194951,4.47
0.813248,0.194325,4.456
0.823499,0.193874,4.446
0.835009,0.193728,4.443
0.846691,0.193626,4.441
0.859326,0.193742,4.444
0.872368,0.193944,4.449
0.886826,0.194452,4.461
0.79684,0.183989,4.5
0.804393,0.182912,4.474
0.813993,0.182325,4.46
0.824069,0.181862,4.449
0.835963,0.181807,4.448
0.847468,0.18167,4.445
0.859341,0.181615,4.444
0.871206,0.181559,4.443
0.884058,0.181708,4.447
0.796677,0.171664,4.499
0.805306,0.170888,4.479
0.815649,0.170494,4.469
0.825565,0.170023,4.457
0.836729,0.169819,4.452
0.848054,0.169653,4.448
0.859548,0.169525,4.445
0.870436,0.169283,4.439
0.881289,0.169041,4.433
0.796512,0.159345,4.498
0.805858,0.158766,4.482
0.816574,0.158471,4.474
0.826504,0.158033,4.462
0.837681,0.157844,4.457
0.848639,0.157619,4.451
0.860528,0.157571,4.45
0.872018,0.157453,4.447
0.883091,0.157263,4.442
0.797763,0.147292,4.505
0.807308,0.146791,4.49
0.816951,0.146322,4.476
0.827071,0.145951,4.465
0.837317,0.145613,4.455
0.849604,0.145634,4.456
0.862087,0.145688,4.458
0.87556,0.145905,4.465
0.817327,0.134161,4.478
0.827452,0.133821,4.467
0.838644,0.133661,4.462
0.850568,0.133621,4.461
0.863452,0.13373,4.465
0.876355,0.133839,4.469
