x,y,z
0.991767,1.23945,5.95901
0.992655,1.2289,5.95773
1.0044,1.23486,5.95154
1.02313,1.22721,5.97818
1.02152,1.21513,5.96728
1.02189,1.2105,5.93227
1.02269,1.21644,5.90402
1.01549,1.20121,5.86872
1.01083,1.1942,5.8331
1.00488,1.19268,5.81244
1.00821,1.1885,5.81573
0.994454,1.14915,5.7505
0.990173,1.13697,5.71675
0.979421,1.12303,5.65707
0.961425,1.10253,5.58538
0.956522,1.07637,5.55095
0.949348,1.06674,5.51348
0.936137,1.02265,5.41948
0.928556,1.01515,5.35392
0.927313,0.998171,5.3051
0.918298,0.975661,5.23554
0.92095,0.968118,5.19417
0.914855,0.943114,5.12714
0.908293,0.90665,5.07224
0.898905,0.882798,5.02948
0.88656,0.883597,4.97053
0.87972,0.868257,4.92301
0.876753,0.855156,4.89573
0.868258,0.838598,4.84852
0.858966,0.831076,4.81426
0.838716,0.809518,4.72598
0.833722,0.779502,4.69762
0.833722,0.779502,4.69762
0.833722,0.779502,4.69762
0.79464,0.695765,4.52795
0.774863,0.681163,4.40843
0.769344,0.692343,4.38646
0.759111,0.642004,4.3172
0.741994,0.618548,4.18959
0.734875,0.592917,4.15351
0.730454,0.579354,4.13435
0.711297,0.557783,4.05003
0.693107,0.522342,3.98026
0.683519,0.508334,3.92648
0.670447,0.485583,3.87789
0.660058,0.466222,3.82657
0.652882,0.454457,3.80199
0.633772,0.44417,3.71074
0.618297,0.410033,3.63695
0.607513,0.386276,3.59062
0.597783,0.367943,3.5303
0.593139,0.351808,3.50698
0.580817,0.334855,3.41387
0.571225,0.304329,3.34237
0.559355,0.28402,3.25798
0.547405,0.263645,3.17652
0.530665,0.229031,3.0725
0.52158,0.218787,3.01244
0.512776,0.203236,2.95759
0.496728,0.187566,2.90777
0.491797,0.179311,2.88331
0.474289,0.16389,2.79701
0.474279,0.146938,2.73704
0.469008,0.123209,2.70059
0.458854,0.0740732,2.59981
0.457781,0.0605982,2.57552
0.452691,0.0122145,2.49906
0.466592,-0.0243312,2.40922
0.44924,-0.0206469,2.33934
0.446047,-0.0344862,2.25864
0.444375,-0.0586497,2.18908
0.438032,-0.0938666,2.14219
0.437262,-0.10646,2.06271
0.428353,-0.115287,1.96803
0.421593,-0.117536,1.91455
0.417309,-0.114421,1.88862
0.402659,-0.133184,1.7971
0.394401,-0.176134,1.71222
0.385843,-0.200256,1.64212
0.384962,-0.211044,1.60294
0.383101,-0.22494,1.55573
0.382156,-0.234225,1.44628
0.37404,-0.229847,1.35598
0.36639,-0.236486,1.30783
0.359137,-0.229534,1.25868
0.346533,-0.228801,1.22968
0.336416,-0.223948,1.21867
0.326753,-0.2252,1.19765
0.323423,-0.221915,1.19069
0.320294,-0.21994,1.18354
0.322534,-0.216385,1.17847
0.338521,-0.217714,1.16625
0.353586,-0.21119,1.14008
0.38713,-0.210584,1.13113
0.416188,-0.211578,1.14399
x,y,z
0.825316,0.788742,4.71174
0.803916,0.716285,4.62929
0.796034,0.771273,4.62678
0.790274,0.744304,4.50811
0.771947,0.693829,4.40171
0.762044,0.64829,4.32406
0.755659,0.620626,4.27935
0.744595,0.602749,4.20662
0.761026,0.61715,4.1833
0.725697,0.573272,4.10377
0.665095,0.556679,3.99506
0.690636,0.516262,3.96408
0.678049,0.502023,3.90798
0.652687,0.466639,3.82522
0.634332,0.442272,3.74643
0.634332,0.442272,3.74643
0.622644,0.436602,3.65706
0.607646,0.397743,3.60962
0.595001,0.356649,3.52513
0.591992,0.344072,3.47185
0.587774,0.295624,3.37396
0.583098,0.306618,3.36787
0.576318,0.291421,3.29219
0.567029,0.272711,3.21084
0.554036,0.272383,3.17507
0.546412,0.223261,3.07239
0.533667,0.197584,2.98529
0.521704,0.170623,2.92241
0.504232,0.154236,2.84168
0.493459,0.145023,2.7922
0.487806,0.135267,2.76231
0.476095,0.115554,2.70658
0.46383,0.0821552,2.63003
0.45696,0.0322922,2.5484
0.454853,0.00763489,2.48145
0.453998,-0.0106258,2.35688
0.456105,-0.0228201,2.28489
x,y,z
0.790274,0.744304,4.50811
0.771947,0.693829,4.40171
0.729242,0.646319,4.278
0.751346,0.646547,4.27902
0.744521,0.60123,4.20761
0.735519,0.591151,4.16316
0.725762,0.572926,4.104
0.733792,0.571019,4.08949
0.690998,0.518026,3.96403
0.678049,0.502023,3.90798
0.652689,0.466825,3.82521
0.634295,0.442416,3.74633
0.620849,0.423557,3.68576
0.607646,0.397743,3.60962
0.598694,0.366519,3.55136
0.595116,0.357828,3.52453
0.605518,0.351651,3.47915
0.587506,0.296459,3.37463
0.580326,0.295814,3.32522
0.576308,0.291558,3.29218
0.567029,0.272711,3.21084
0.546339,0.222903,3.07242
0.536729,0.199389,3.01525
0.521722,0.170848,2.9224
0.507878,0.158029,2.86242
x,y,z
0.634332,0.442272,3.74643
0.620849,0.423557,3.68576
0.607646,0.397743,3.60962
0.598694,0.366519,3.55136
0.591997,0.344228,3.47185
0.58664,0.334151,3.44341
0.583098,0.306618,3.36787
0.576321,0.291673,3.29211
0.567038,0.272582,3.21086
0.557418,0.250497,3.15045
0.546184,0.221814,3.07242
0.546184,0.221814,3.07242
0.533714,0.196851,2.98555
0.521722,0.170848,2.9224
0.504232,0.154341,2.84167
0.487803,0.134985,2.76239
0.476095,0.115554,2.70658
0.463755,0.0828254,2.62991
0.456961,0.0324368,2.54836
