7,42,4,112
x,y,z
1.65707,1.40109,7.919
1.67315,1.37114,7.995
0.879103,0.881263,6.096
0.8951,0.880633,6.092
0.911671,0.880581,6.092
0.927325,0.879662,6.086
0.944029,0.879753,6.087
0.962157,0.881145,6.097
0.983386,0.885281,6.126
1.0362,0.88757,6.143
1.04963,0.884768,6.124
1.0633,0.882255,6.107
1.07582,0.878875,6.084
1.09126,0.877951,6.078
1.10958,0.879337,6.088
1.13314,0.884767,6.126
0.883048,0.868506,6.123
0.897796,0.866611,6.11
0.912321,0.864574,6.096
0.927987,0.863671,6.09
0.945788,0.864753,6.098
0.96584,0.86782,6.12
0.98649,0.871311,6.145
1.02454,0.875171,6.173
1.03659,0.871146,6.145
1.05071,0.868963,6.13
1.06545,0.867347,6.119
1.0787,0.864597,6.1
1.09347,0.863123,6.09
1.11183,0.864483,6.1
1.13486,0.869385,6.135
0.885261,0.85393,6.138
0.899757,0.851793,6.123
0.914468,0.849934,6.11
0.930477,0.849326,6.106
0.948788,0.850804,6.117
0.968261,0.853255,6.135
1.03816,0.855681,6.154
1.05317,0.854235,6.144
1.06811,0.852789,6.134
1.08212,0.850647,6.119
1.09694,0.849201,6.109
1.11316,0.848866,6.107
1.13399,0.852005,6.13
0.886032,0.837906,6.143
0.900542,0.83581,6.128
0.916165,0.834805,6.121
0.932661,0.834619,6.12
0.950546,0.835658,6.128
0.969892,0.837924,6.145
0.989969,0.840735,6.166
1.03906,0.83962,6.159
1.05459,0.838611,6.152
1.06956,0.837192,6.142
1.08536,0.836455,6.137
1.10113,0.835718,6.132
1.11632,0.834571,6.124
1.13294,0.834515,6.124
0.887091,0.822119,6.15
0.901767,0.820199,6.136
0.917412,0.819214,6.129
0.934693,0.819699,6.133
0.951373,0.819648,6.133
0.969943,0.8212,6.145
0.98954,0.823554,6.163
1.03996,0.823529,6.164
1.05499,0.822139,6.154
1.07153,0.821951,6.153
1.08718,0.821094,6.147
1.1028,0.820238,6.141
1.11966,0.820316,6.142
1.13947,0.82253,6.159
0.890601,0.808518,6.174
0.903873,0.805327,6.15
0.917761,0.802791,6.131
0.934286,0.802611,6.13
0.951733,0.803215,6.135
0.970626,0.804998,6.149
0.9806,0.799449,6.107
1.04102,0.807539,6.17
1.05745,0.807224,6.168
1.07316,0.806385,6.162
1.08972,0.8062,6.161
1.10537,0.80536,6.155
1.12299,0.80596,6.16
1.14193,0.807474,6.172
0.87427,0.792138,6.177
0.890504,0.791578,6.173
0.90495,0.789479,6.157
0.919606,0.787636,6.143
0.936621,0.787844,6.145
0.9538,0.78818,6.148
0.972886,0.790053,6.163
1.04546,0.794077,6.196
1.0587,0.791334,6.175
1.07391,0.790127,6.166
1.09048,0.789946,6.165
1.1083,0.790661,6.171
1.12523,0.790735,6.172
0.890551,0.774767,6.173
0.905732,0.77334,6.162
0.9216,0.77254,6.156
0.939108,0.773119,6.161
0.957107,0.774074,6.169
0.975935,0.775656,6.182
1.04771,0.778841,6.209
1.06167,0.776657,6.192
1.07622,0.774975,6.179
1.09283,0.774797,6.178
1.11033,0.775245,6.182
1.12766,0.775568,6.185
1.14593,0.776517,6.193
0.884129,0.766962,6.246
0.892761,0.759795,6.188
0.907396,0.757907,6.173
0.923893,0.757615,6.171
0.941138,0.757936,6.174
0.959948,0.759484,6.187
0.979142,0.761277,6.202
1.04844,0.762428,6.213
1.0636,0.76115,6.203
1.07837,0.759626,6.191
1.09324,0.758224,6.18
1.10948,0.757804,6.177
1.1268,0.75812,6.18
1.1458,0.759539,6.192
0.882475,0.748506,6.234
0.894105,0.744018,6.197
0.908912,0.742292,6.183
0.925436,0.742006,6.181
0.943319,0.7428,6.188
0.962013,0.744194,6.2
0.980927,0.745706,6.213
1.0306,0.74484,6.207
1.04697,0.74443,6.204
1.06451,0.74486,6.208
1.07981,0.74373,6.199
1.09488,0.742479,6.189
1.10917,0.740748,6.175
1.12558,0.740457,6.173
0.877848,0.727648,6.201
0.893573,0.726665,6.193
0.909251,0.725682,6.185
0.926231,0.725754,6.186
0.944433,0.726765,6.195
0.963146,0.728126,6.207
0.980817,0.728666,6.212
1.04702,0.727535,6.204
1.06353,0.727251,6.202
1.07864,0.726029,6.192
1.09458,0.725393,6.187
1.10976,0.724288,6.178
1.12672,0.724354,6.179
0.892174,0.708643,6.183
0.909295,0.708829,6.185
