x,y,z
1.00137,1.23654,5.9611
1.0044,1.23486,5.95154
1.02188,1.21457,5.96862
1.01607,1.20739,5.93828
1.02541,1.21254,5.94226
1.03991,1.23587,5.95715
1.04026,1.23228,5.95308
1.03076,1.21386,5.88744
1.01849,1.17865,5.85863
1.0219,1.19997,5.85472
1.00496,1.12435,5.79189
0.993572,1.13312,5.71837
0.984355,1.11104,5.6696
0.975795,1.1095,5.6275
0.973102,1.08041,5.59987
0.965482,1.02049,5.57121
0.958081,1.00993,5.48486
0.984772,1.0017,5.47532
0.966501,0.962898,5.42392
0.95707,0.947136,5.36811
0.973414,0.947437,5.33017
0.946826,0.930413,5.24283
0.939096,0.910429,5.20057
0.927154,0.878829,5.1278
0.904601,0.849925,5.04746
0.904601,0.849925,5.04746
0.889767,0.827405,4.96897
0.895941,0.826957,4.97391
0.877729,0.801941,4.89375
0.863964,0.785507,4.82956
0.849765,0.76457,4.76081
0.849765,0.76457,4.76081
0.849765,0.76457,4.76081
0.811547,0.674232,4.58136
0.802575,0.657133,4.51519
0.788518,0.648122,4.46281
0.786122,0.638681,4.42206
0.765979,0.6156,4.2914
0.758726,0.598892,4.24958
0.754209,0.591608,4.23091
0.720087,0.544304,4.09746
0.706095,0.515885,4.04057
0.688344,0.480331,3.95903
0.681136,0.466749,3.93046
0.663559,0.446217,3.85501
0.64462,0.43346,3.76978
0.636638,0.408112,3.73378
0.629347,0.399353,3.69832
0.606901,0.346867,3.59682
0.604849,0.344699,3.56852
0.594974,0.313493,3.48225
0.584993,0.291645,3.4134
0.571672,0.252762,3.34312
0.544627,0.248843,3.2453
0.544627,0.248843,3.2453
0.52534,0.172248,3.14665
0.513652,0.177292,3.09975
0.525048,0.118597,3.03597
0.49857,0.14469,2.96217
0.482667,0.141894,2.94135
0.464644,0.143714,2.89041
0.466815,0.104686,2.79437
0.456348,0.05635,2.73239
0.461356,-0.0496823,2.65988
0.440615,-0.104132,2.58694
0.461298,-0.0408599,2.50535
0.495396,-0.0757125,2.46326
0.454477,-0.132596,2.39729
0.461056,-0.123232,2.34385
0.449884,-0.206536,2.2698
0.460608,-0.146435,2.18951
0.446286,-0.127858,2.10263
0.443447,-0.138319,2.05301
0.434286,-0.135703,1.98166
0.422634,-0.150135,1.89078
0.417154,-0.168628,1.84496
0.409287,-0.198237,1.77923
0.405089,-0.218095,1.7148
0.396204,-0.23218,1.66397
0.41755,-0.220079,1.64517
0.356688,-0.252358,1.46048
